"QID","itemLabel","itemDescription","P1196","P19","P20","P21","P27","P509","P569"
"Q18516800","Robert Willemsz. de Baudous","Flemish-born Dutch engraver",NA,"""City of Brussels""","""Wassenaar""","""male""","""Dutch Republic"",""Habsburg Netherlands""",NA,"""1574-01-01T00:00:00Z"""
"Q18526619","Beatrice Whistler","British artist and designer (1857–1896)","""natural causes""","""Chelsea""","""Hampstead Heath""","""female""","""United Kingdom of Great Britain and Ireland""","""cancer""","""1857-05-12T00:00:00Z"""
"Q18531516","William Pain","British writer on architecture",NA,NA,NA,"""male""","""Great Britain""",NA,NA
"Q18636937","Maurice Dumont","French painter, engraver and poet","""natural causes""","""Coutances""","""Avranches""","""male""","""France""","""tuberculosis""","""1869-12-30T00:00:00Z"""
"Q18642739","Johannes Pieter de Frey","Dutch printmaker, painter and publisher",NA,"""Amsterdam""","""Paris""","""male""","""Netherlands""",NA,"""1770-02-01T00:00:00Z"""
"Q18663434","Samuel Chamberlain","American artist, illustrator, photographer, and author",NA,"""Cresco""","""Marblehead""","""male""","""United States of America""",NA,"""1895-10-28T00:00:00Z"""
"Q18810722","Frederick Goulding","English printer of etchings and lithographs",NA,NA,"""London""","""male""","""United Kingdom"",""United Kingdom of Great Britain and Ireland""",NA,"""1842-01-01T00:00:00Z"""
"Q16857261","William Dickinson","English mezzotint engraver",NA,"""London""","""former 10th arrondissement of Paris""","""male""","""Great Britain"",""United Kingdom of Great Britain and Ireland""",NA,"""1746-01-01T00:00:00Z"""
"Q19286506","Jared Bark","American artist and photographer",NA,"""Appleton""",NA,"""male""","""United States of America""",NA,"""1944-01-01T00:00:00Z"""
"Q19514114","Pierre Eskrich","French engraver and illustrator",NA,"""Paris""","""Lyon""","""male""","""Holy Roman Empire"",""Republic of Geneva""",NA,"""1530-01-01T00:00:00Z"",""1520-01-01T00:00:00Z"""
"Q15441839","Jessica Stockholder","American artist",NA,"""Seattle""",NA,"""female""","""United States of America""",NA,"""1959-01-01T00:00:00Z"""
"Q15459229","Linda Connor","American photographer",NA,"""New York City""",NA,"""female""","""United States of America""",NA,"""1944-11-18T00:00:00Z"""
"Q19569738","Pierre-Etienne Moitte","French engraver",NA,"""Paris""","""Paris""","""male""","""France""",NA,"""1722-01-01T00:00:00Z"""
"Q15512664","Walter Satterlee","American artist",NA,"""Brooklyn""","""New York City""","""male""","""United States of America""",NA,"""1844-01-18T00:00:00Z"""
"Q15502549","Masao Yamamoto","Japanese photographer",NA,"""Gamagōri""",NA,"""male""","""Japan""",NA,"""1957-01-01T00:00:00Z"""
"Q19802867","Emily Eastman","American painter",NA,"""Loudon""",NA,"""female""","""United States of America""",NA,"""1804-01-01T00:00:00Z"""
"Q19868043","Z. Vanessa Helder","American artist",NA,"""Lynden""","""Los Angeles""","""female""","""United States of America""",NA,"""1904-05-30T00:00:00Z"""
"Q16859206","William Watts","English line-engraver",NA,"""http://www.wikidata.org/.well-known/genid/bb717052f534ca441fe0a126e01a144e""","""Cobham""","""male""","""Great Britain"",""United Kingdom of Great Britain and Ireland""",NA,"""1752-01-01T00:00:00Z"""
"Q19961560","Jean Pierre Marie Jazet","French editor",NA,"""Paris""","""Paris""","""male""","""France""",NA,"""1788-07-31T00:00:00Z"""
"Q15453235","Johann Christoph Dietzsch","draughtsman and engraver from Germany",NA,"""Nuremberg""","""Nuremberg""","""male""",NA,NA,"""1710-03-09T00:00:00Z"""
"Q19569560","Domenico de' Vetri","Florentine gem-engraver and medalist",NA,"""Florence""","""Florence""","""male""",NA,NA,"""1480-01-01T00:00:00Z"""
"Q19958801","Hans Achenbach","German painter (1891-1972)",NA,"""Plettenberg"",""Ohle""","""Siegen""","""male""","""Germany""",NA,"""1891-03-03T00:00:00Z"""
"Q19630956","Paul-Émile Miot","French photojournalist (1827-1900)",NA,"""Trinidad""","""Paris""","""male""","""France""",NA,"""1827-02-11T00:00:00Z"""
"Q19644275","Alex Hay","American artist (*1930)",NA,"""Brandon"",""Valrico""",NA,"""male""","""United States of America""",NA,"""1930-01-01T00:00:00Z"""
"Q20089922","Oliver Lee Jackson","American painter",NA,"""St. Louis""",NA,"""male""","""United States of America""",NA,"""1935-01-01T00:00:00Z"""
"Q15995749","Imre Kinszki","photographer",NA,"""Budapest""","""Sachsenhausen concentration camp""","""male""","""Hungary""",NA,"""1901-03-10T00:00:00Z"""
"Q16009267","Theodore Fried","Hungarian artist",NA,"""Budapest""",NA,"""male""","""Hungary""",NA,"""1902-05-19T00:00:00Z"""
"Q16012119","Clara Mahl","artist",NA,NA,NA,"""female""","""United States of America""",NA,"""1917-01-01T00:00:00Z"",""1910-01-01T00:00:00Z"""
"Q16015551","Joseph Leboit","American artist",NA,NA,NA,"""male""","""United States of America""",NA,"""1907-01-01T00:00:00Z"""
"Q19753841","Erle Loran","artist and formal-analysis author on Cézanne paintings (1905-1999)",NA,"""Minneapolis""","""Berkeley""","""male""","""United States of America""",NA,"""1905-10-03T00:00:00Z"""
"Q20204397","Peter Moran","American artist",NA,"""Bolton""","""Philadelphia""","""male""","""United States of America""",NA,"""1841-03-04T00:00:00Z"""
"Q20203596","Allaert Claesz","painter from the Northern Netherlands",NA,"""Amsterdam""",NA,"""male""","""Habsburg Netherlands""",NA,"""1508-01-01T00:00:00Z"""
"Q20679006","George Baer","American painter",NA,"""Chicago""","""Salisbury""","""male""","""United States of America""",NA,"""1895-01-01T00:00:00Z"""
"Q20202818","Bartolomeo Marliani","Italian archaeologist",NA,"""Robbio""","""Rome""","""male""","""Duchy of Milan""",NA,"""1488-01-01T00:00:00Z"""
"Q19921257","Milan Grygar","Czechoslovak artist",NA,"""Zvolen""",NA,"""male""","""Czech Republic""",NA,"""1926-10-24T00:00:00Z"""
"Q20879083","Robert Street","American painter",NA,NA,NA,"""male""","""United States of America""",NA,"""1796-01-01T00:00:00Z"""
"Q17388768","James Blanding Sloan","American visual artist (1886-1975)",NA,"""Corsicana""",NA,"""male""","""United States of America""",NA,"""1886-09-19T00:00:00Z"""
"Q16016249","Noah Purifoy","African-American artist","""accidental death""","""Snow Hill""","""Joshua Tree""","""male""","""United States of America""",NA,"""1917-08-17T00:00:00Z"""
"Q16192673","Moyra Davey","Canadian artist",NA,"""Toronto""",NA,"""female""","""Canada""",NA,"""1958-01-01T00:00:00Z"""
"Q19964356","Philipp Rumpf","German painter and etcher (1821-1896)",NA,"""Frankfurt""","""Frankfurt""","""male""","""German Reich"",""Kingdom of Prussia""",NA,"""1821-12-19T00:00:00Z"""
"Q16323019","Bogdan Borčić","Slovene painter",NA,"""Ljubljana""","""Slovenj Gradec""","""male""","""Slovenia"",""Socialist Federal Republic of Yugoslavia"",""Kingdom of Yugoslavia""",NA,"""1926-09-26T00:00:00Z"""
"Q16009741","Agnes Tait","American painter, lithographer, illustrator, and dancer (1894-1981)",NA,"""New York City""","""Santa Fe""","""female""","""United States of America""",NA,"""1894-06-14T00:00:00Z"""
"Q16015153","Jules Halfant","American painter (1909-2001)",NA,"""New York City""","""Berkeley Heights""","""male""","""United States of America""",NA,"""1909-06-23T00:00:00Z"""
"Q16025272","Clemente Pugliese Levi","Italian painter (1855-1936)",NA,"""Vercelli""","""Milan""","""male""","""Kingdom of Italy""",NA,"""1855-09-29T00:00:00Z"""
"Q16197627","Ludolph Büsinck","German engraver, draughtsman, and painter (c. 1599–1669)",NA,"""Hann. Münden""","""Hann. Münden""","""male""","""Germany""",NA,"""1599-01-01T00:00:00Z"""
"Q20809644","Charles Fromuth","American painter",NA,"""Philadelphia""","""Concarneau""","""male""","""United States of America""",NA,"""1866-02-23T00:00:00Z"""
"Q20855646","Edda Renouf","American painter",NA,"""Mexico City""",NA,"""female""","""Mexico"",""United States of America""",NA,"""1943-06-17T00:00:00Z"""
"Q20856747","Graham Nickson","British painter",NA,"""Great Britain""",NA,"""male""","""United Kingdom""",NA,"""1946-01-01T00:00:00Z"""
"Q20891830","Syd Fossum","American painter",NA,"""Aberdeen""","""San Francisco""","""male""","""United States of America""",NA,"""1909-01-01T00:00:00Z"""
"Q16732679","Mary Miss","American artist",NA,"""New York City""",NA,"""female""","""United States of America""",NA,"""1944-05-27T00:00:00Z"""
"Q20899726","Joseph Foxcroft Cole","American painter",NA,"""Jay""","""Boston""","""male""","""United Kingdom"",""United States of America""",NA,"""1837-11-09T00:00:00Z"""
"Q20487098","Ugo Mochi","illustrator, sculptor and designer",NA,"""Florence""",NA,"""male""",NA,NA,"""1889-01-01T00:00:00Z"""
"Q16204565","Louie Palu","Canadian photographer (1968- )",NA,"""Toronto""",NA,"""male""","""Canada""",NA,"""1968-01-01T00:00:00Z"""
"Q20988977","Pamela Bianco","American painter",NA,"""London""",NA,"""female""","""United States of America""",NA,"""1906-12-31T00:00:00Z"""
"Q21010227","Joseph Goodhue Chandler","American painter",NA,NA,NA,"""male""","""United States of America""",NA,"""1813-10-03T00:00:00Z"""
"Q16859616","Jan van der Vaart","Dutch painter",NA,"""Haarlem""","""London""","""male""","""Netherlands""",NA,"""1653-01-01T00:00:00Z"""
"Q21030463","Mathias Nicolas Marie Vivier","French medallist",NA,"""Paris""",NA,"""male""","""France""",NA,"""1788-04-06T00:00:00Z"""
"Q16729757","Stuart Henderson","Canadian historian",NA,NA,NA,"""male""","""Canada""",NA,NA
"Q16590538","Pietro Stefanoni","Italian publisher, antiquarian seller and librarian",NA,"""Valstagna""","""Rome""","""male""",NA,NA,"""1557-01-01T00:00:00Z"""
"Q19921545","Robert Dixon","English landscape artist",NA,"""Norwich""","""Norwich""","""male""","""Great Britain"",""United Kingdom of Great Britain and Ireland""",NA,"""1780-01-01T00:00:00Z"""
"Q17088212","Walter Griffin","American painter",NA,"""Portland""","""Portland""","""male""","""United States of America""",NA,"""1861-01-01T00:00:00Z"""
"Q21295016","Otto J. Schneider","painter",NA,NA,NA,"""male""","""United States of America""",NA,"""1875-01-01T00:00:00Z"""
"Q21293155","Roger Mertin","American photographer",NA,"""Bridgeport""","""Rochester""","""male""","""United States of America""",NA,"""1942-12-09T00:00:00Z"""
"Q29436084","Johannes Valdor (I)","Printmaker",NA,"""Liège""",NA,"""male""",NA,NA,"""1570-01-01T00:00:00Z"""
"Q21209462","Michel Aubert","French engraver",NA,"""Paris""","""Paris""","""male""","""France""",NA,"""1700-01-01T00:00:00Z"""
"Q21403107","Johann Georg von Dillis","German artist",NA,"""Dorfen""","""Munich""","""male""","""Germany"",""Kingdom of Bavaria""",NA,"""1759-12-26T00:00:00Z"""
"Q21409334","Michael Vinson Clark","American painter",NA,NA,NA,"""male""","""United States of America""",NA,"""1946-01-01T00:00:00Z"""
"Q21481343","Arthur N. Christie","painter",NA,"""Jersey City""","""New York City""","""male""","""United States of America""",NA,"""1891-01-01T00:00:00Z"""
"Q21065942","William Kienbusch","American painter (1914-1980)",NA,"""New York City""","""New York City""","""male""","""United States of America""",NA,"""1914-04-13T00:00:00Z"""
"Q21497968","James Twitty","painter",NA,NA,NA,"""male""",NA,NA,"""1916-01-01T00:00:00Z"""
"Q21519833","Jean-François Clermont","French painter",NA,"""Paris""","""Reims""","""male""","""France""",NA,"""1717-01-01T00:00:00Z"""
"Q21551042","Martin Marvie","French painter",NA,NA,NA,"""male""",NA,NA,"""1713-01-01T00:00:00Z"""
"Q21177631","Peppino Mangravite","American painter (1896-1978)",NA,"""Lipari""",NA,"""male""","""United States of America""",NA,"""1896-06-28T00:00:00Z"""
"Q21683317","Alexander Peter Russo","American painter",NA,"""Atlantic City""",NA,"""male""","""United States of America""",NA,"""1922-06-11T00:00:00Z"""
"Q21287374","Jacques Gauvain","medallist and engraver active 1501 - 1547",NA,NA,NA,"""male""","""France""",NA,"""1490-01-01T00:00:00Z"""
"Q21704667","Arthur Durston","American painter",NA,"""Hampshire""","""Los Angeles""","""male""","""United States of America""",NA,"""1889-01-01T00:00:00Z"""
"Q30014786","Samuel Johnson Woolf","American painter",NA,"""New York City""","""New York City""","""male""","""United States of America""",NA,"""1880-02-12T00:00:00Z"""
"Q21772578","Alphonse Le Blondel","French photographer",NA,NA,NA,"""male""","""France""",NA,"""1814-04-19T00:00:00Z"""
"Q21785867","Dora Kaminsky","American painter",NA,"""New York City""","""Taos""","""female""","""United States of America""",NA,"""1909-01-01T00:00:00Z"""
"Q21795242","Henry Holmstrom","painter",NA,NA,NA,"""male""",NA,NA,"""1900-01-01T00:00:00Z"""
"Q21497705","Charles C.E. Lermond","American artist, active 19th century?",NA,NA,NA,"""male""",NA,NA,"""1858-01-01T00:00:00Z"""
"Q21403104","Nicolaus Kremer","German artist, active 1519-1553",NA,NA,"""Ottersweier""","""male""",NA,NA,"""1500-01-01T00:00:00Z"""
"Q34205666","Jean Dambrun","French engraver",NA,"""Paris""","""Paris""","""male""","""France""",NA,"""1744-10-18T00:00:00Z"""
"Q25591768","Dieter Roth","Swiss artist (1930-1998)","""natural causes""","""Hanover""","""Basel""","""male""","""Germany"",""Switzerland""","""myocardial infarction""","""1930-04-21T00:00:00Z"""
"Q21866017","Frank A. Bicknell","American painter",NA,"""Augusta""","""Essex""","""male""","""United States of America""",NA,"""1866-01-01T00:00:00Z"""
"Q21452901","Henri Beaubrun the younger","French painter (1603-1677)",NA,"""Amboise""","""Paris""","""male""","""France""",NA,"""1603-02-02T00:00:00Z"""
"Q21457175","James Jackson Curnock","British painter (1839-1892)",NA,"""Bristol""",NA,"""male""","""United Kingdom of Great Britain and Ireland""",NA,"""1839-01-01T00:00:00Z"""
"Q21458067","Matthew White Ridley","British painter (1837-1888)",NA,"""Newcastle upon Tyne""",NA,"""male""","""United Kingdom of Great Britain and Ireland""",NA,"""1837-01-01T00:00:00Z"""
"Q21458191","Eric Hesketh Hubbard","British painter (1892-1957)",NA,"""London""",NA,"""male""","""United Kingdom"",""United Kingdom of Great Britain and Ireland""",NA,"""1892-11-16T00:00:00Z"""
"Q21465699","Guy Bardone","French artist, 1927-",NA,"""Saint-Claude""","""Oyonnax""","""male""","""France""",NA,"""1927-09-19T00:00:00Z"""
"Q21481307","Walter Paris","British artist, active 1849-1891",NA,NA,NA,"""male""",NA,NA,"""1842-01-01T00:00:00Z"""
"Q37519494","Earl Howell Reed","American engraver, 1863-1931",NA,NA,NA,"""male""",NA,NA,"""1863-07-05T00:00:00Z"""
"Q37520884","Adolf Friedrich Teichs","German painter and engraver, 1812-1860",NA,"""Brunswick""","""Dresden""","""male""",NA,NA,"""1812-01-01T00:00:00Z"""
"Q21498577","Louis Vallee","Flemish artist, -1653",NA,NA,"""Amsterdam""","""male""",NA,NA,"""1601-01-01T00:00:00Z"""
"Q25711728","René Beeh","Alsatian draughtsman and painter","""natural causes""","""Strasbourg""","""Strasbourg""","""male""","""Germany""","""influenza""","""1886-02-28T00:00:00Z"""
"Q21973885","Robert Andrew Parker","American painter",NA,"""Norfolk""",NA,"""male""","""United States of America""",NA,"""1927-05-14T00:00:00Z"""
"Q21544480","Domenico Bernardo Zilotti","Italian engraver, 1730 - 1795",NA,NA,NA,"""male""","""Republic of Venice""",NA,"""1730-01-01T00:00:00Z"""
"Q21544490","Pierre Ranson","French, 1736 - 1786",NA,"""Paris""","""Paris""","""male""","""France""",NA,"""1736-01-01T00:00:00Z"""
"Q21985255","Arthur Meltzer","American painter",NA,"""Minneapolis""","""Abington Township""","""male""","""United States of America""",NA,"""1893-07-31T00:00:00Z"""
"Q21994723","Joseph Meert","American artist",NA,"""City of Brussels""","""Waterbury""","""male""","""United States of America""",NA,"""1905-01-01T00:00:00Z"""
"Q21995137","Joan Witek","American painter",NA,"""New York City""",NA,"""female""","""United States of America""",NA,"""1943-01-01T00:00:00Z"""
"Q22001593","Lawrence Nelson Wilbur","American painter",NA,"""Whitman""",NA,"""male""","""United States of America""",NA,"""1897-12-21T00:00:00Z"""
"Q37606026","Edward Arthur Wilson","American illustrator (1886-1970)",NA,"""Glasgow""",NA,"""male""",NA,NA,"""1886-03-04T00:00:00Z"""
"Q21637207","Jacob Bos","16th century engraver",NA,"""'s-Hertogenbosch""",NA,"""male""",NA,NA,"""1549-01-01T00:00:00Z"""
"Q21638159","Pierre Mariette II","French print dealer and publisher, 1634–1716",NA,"""Paris""","""Paris""","""male""","""France""",NA,"""1634-01-01T00:00:00Z"""
"Q22086440","Nicholas Vasilieff","American artist",NA,"""Moscow""",NA,"""male""","""Russian Empire""",NA,"""1892-01-01T00:00:00Z"",""1887-11-03T00:00:00Z"",""1887-01-01T00:00:00Z"""
"Q22086826","Umberto Romano","American painter",NA,"""Italy""",NA,"""male""","""United States of America""",NA,"""1905-01-01T00:00:00Z"""
"Q38112179","Sara Sosnowy","American artist",NA,NA,NA,"""female""","""United States of America""",NA,"""1957-01-01T00:00:00Z"""
"Q25915547","William Greatbach","British engraver and illustrator, born 1802",NA,"""Stoke-on-Trent""","""London""","""male""","""United Kingdom of Great Britain and Ireland""",NA,"""1802-01-01T00:00:00Z"""
"Q21985611","Jeanne Taylor","American painter (1912-1992)",NA,"""Saint Paul""","""Cambridge""","""female""","""United States of America""",NA,"""1912-12-01T00:00:00Z"""
"Q30014195","Frederick Garrison Hall","American artist, 1879",NA,"""Baltimore""",NA,"""male""","""United States of America""",NA,"""1879-04-22T00:00:00Z"""
"Q30014719","Louis Charles Ruotte","French engraver, etcher and composer",NA,"""Paris""","""London""","""male""","""France""",NA,"""1754-01-01T00:00:00Z"""
"Q30019620","David Deuchar","19th-century Scottish artist",NA,"""Montrose""","""Edinburgh""","""male""","""Scotland""",NA,"""1743-01-01T00:00:00Z"""
"Q21795266","Vincenzo dal Re","Italian artist, -1762",NA,NA,"""Naples""","""male""",NA,NA,"""http://www.wikidata.org/.well-known/genid/c4c9eebb11ea5f2ebff23b16ad5d5d8e"""
